person_name,user_name,email,personal_number,birth_date,address,phone_number,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Tiberiu Georgescu,tiberiugeorgescu,tiberiugeorgescu@kappa.ro,8581223436625,1985-06-18,"Aleea Stan, Adjud, 753543",0723 744 667,60:01:63:87:1e:e7,177.52.25.229,RO84MLVP8666254330341862,2025-04-04 17:16:32,35117,157,388,1523651,f57ea286-8421-4241-9341-a480dd4e679b
Aura Gheorghiu,auragheorghiu,auragheorghiu@acasa.ro,8430301026549,1955-12-10,"Intrarea Iacob Florea, Urziceni, 130188",0788 558 635,b6:6b:18:06:b4:18,89.189.190.250,RO55DWYH3093123607933201,2025-04-04 17:16:32,24226,859,681,284793,43bb2d26-bc9b-4506-afca-e382d533fc7e
Luiza Suciu,luizasuciu,luizasuciu@email.ro,3891218257241,1939-09-12,"Aleea Diaconu Nr. 11, Husi, 778690",0725 408 321,6c:60:15:70:15:cf,221.15.240.182,RO40XACS1642680074083811,2025-04-04 17:16:32,28936,975,763,1950651,40b078a5-f085-408d-8fd3-cfcbf5d1e3de
Adam Tomescu,adamtomescu,adamtomescu@email.ro,8250831338699,1925-09-27,"Soseaua Diaconu Nr. 591, Sebes, 691664",0723 304 368,f8:91:e5:e3:30:74,67.72.2.170,RO11NYXV9734407276079353,2025-04-04 17:16:32,15049,795,550,910279,66127698-f014-4c7c-b4c2-17738170013d
Norica Voinea,noricavoinea,noricavoinea@141.ro,3130322138259,2017-11-23,"Strada Stan Nr. 68, Campina, 404532",0749 241 962,7a:75:f7:57:ad:ed,196.197.93.25,RO51EKCS2921164598061604,2025-04-04 17:16:32,9452,608,649,1338207,77a7501c-64b6-4f50-ad5f-09efb44bb369
Rozalia Diaconu,rozaliadiaconu,rozaliadiaconu@email.ro,7990914151719,1917-04-23,"Intrarea Oprea Nr. 94, Valea Mare (Negresti), 378883",0257 905 238,b8:0d:c5:1d:5e:a6,21.159.18.238,RO36OAHG6319355184888292,2025-04-04 17:16:32,16083,785,774,1037350,0256177e-f7f3-4c5b-9cf5-6cd65e06bbfb
Silviana Ababei,silvianaababei,silvianaababei@email.ro,1900317441565,1987-02-18,"Aleea Eftimia Manole Nr. 83 Bl. 91  Sc. 70 Ap. 335, Pascani, 685169",0723 914 957,72:85:71:a5:18:05,42.98.212.174,RO29SMTQ0406517258348428,2025-04-04 17:16:32,13518,667,725,573372,ac167e2e-7a9a-4485-9667-8fa390d0e457
Doru Tudor,dorutudor,dorutudor@email.ro,1291112042955,1965-01-19,"Aleea Dobre Nr. 21, Piatra-Neamt, 686804",0251 758 525,1c:cd:7e:09:30:95,2.220.68.165,RO82TGEU1933332977058323,2025-04-04 17:16:32,35228,520,637,977556,433412ab-b4ac-434d-9302-cba0b541dbc1
Eusebia Pop,eusebiapop,eusebiapop@kappa.ro,8331227450634,1989-09-15,"Aleea Pop Nr. 49 Bl. 20  Sc. 12 Ap. 962, Viseu de Sus, 768597",0763 228 957,e2:7f:c6:50:8c:a6,1.14.66.89,RO41FYZM2288519289088149,2025-04-04 17:16:32,8135,111,453,1243786,e92bbb8d-54e6-420e-8d09-b1976fa4a7eb
Flora Florea,floraflorea,floraflorea@post.ro,4740616127326,1920-09-25,"Intrarea Suzana Dochioiu Nr. 137 Bl. 86  Sc. 42 Ap. 520, Falticeni, 871808",0768 217 566,b8:d3:a1:ea:8a:7d,165.122.56.84,RO21FKFT9208548757173284,2025-04-04 17:16:32,13744,134,595,1562224,163ffe76-4491-4b41-8d93-4799ec602291
Avram Suciu,avramsuciu,avramsuciu@zzup.ro,4851024013111,1963-06-04,"Drumul Alexandrina Suciu, Otelu Rosu, 594561",0267 915 733,88:23:f6:0c:ed:84,154.219.216.5,RO28FPDO4063690075573515,2025-04-04 17:16:32,5661,379,438,855688,d9e2bc3b-f403-4db4-9e7b-da47f3ee0bf0
Fabia Popescu,fabiapopescu,fabiapopescu@acasa.ro,6820807414907,1949-04-27,"Intrarea Popescu Nr. 68, Balan, 495371",0770 891 688,4c:3b:d0:d7:fd:4f,136.225.31.232,RO73AWYP8461762758941281,2025-04-04 17:16:32,21013,315,53,1428572,cb48809d-10c0-4dee-8c3f-e800a268ec45
Sabin Ioniță,sabinioniță,sabinioniță@gmail.com,6000923277516,1986-05-06,"Drumul Stan, Techirghiol, 655401",0238 052 950,24:91:f3:e3:d2:89,109.209.246.114,RO33JCOC2117190770705561,2025-04-04 17:16:32,22054,961,713,2308,94a12b37-3f76-412d-a5d9-2b57b2c1ef3d
Edmond Dinu,edmonddinu,edmonddinu@acasa.ro,5260919286037,2015-10-09,"Intrarea Pătru Stancu, Valu lui Traian, 292166",0766 901 474,06:30:c3:08:b0:f5,33.8.58.38,RO92PGHW8581655216577947,2025-04-04 17:16:32,23638,701,521,1305509,35ee5873-5e33-497e-9a5e-a55cd762f719
Ionela Dumitrescu,ioneladumitrescu,ioneladumitrescu@acasa.ro,4450521213809,1938-05-04,"Bulevardul Stan, Gilau, 288757",0728 445 071,b2:ae:24:ac:32:00,211.211.80.126,RO11MHXI1146985282845449,2025-04-04 17:16:32,19671,910,754,1445178,7749bc6c-fe5c-4d89-bbb5-d55cb5001e91
Roza Popescu,rozapopescu,rozapopescu@post.ro,6551102231939,1968-02-07,"Intrarea Albu, Brasov, 846252",0771 489 385,ec:c6:a6:7c:aa:a0,90.110.204.162,RO04YQER5149012561710823,2025-04-04 17:16:32,27493,889,46,1558674,5516a921-45ec-4c26-b585-ed64c18939c7
Leonard Stan,leonardstan,leonardstan@email.ro,6401009522740,1909-12-11,"Aleea Gheorghiu Nr. 20 Bl. 61  Sc. 12 Ap. 697, Sangeorz-Bai, 474776",0245 127 516,28:62:e0:14:86:0e,28.66.153.112,RO49PRSO8420557733374941,2025-04-04 17:16:32,18882,747,423,660958,de0f4394-def0-4021-b3b7-c8b557f59f96
Laurian Manole,laurianmanole,laurianmanole@gmail.com,8150510302927,2013-08-01,"Bulevardul Mihail Ardelean, Brad, 882268",0261 814 819,5c:03:9a:b2:2a:38,138.184.12.157,RO92YVMW9598145516884839,2025-04-04 17:16:32,10119,936,477,807861,177148af-5bd1-40d4-8fd4-e48ab27fe86a
Draga Eftimie,dragaeftimie,dragaeftimie@gmail.com,7480210099930,1949-12-30,"Aleea Amedeu Pop Nr. 318 Bl. 51  Sc. 46 Ap. 989, Pogoanele, 948662",0765 240 712,da:47:74:b0:3f:77,213.181.195.233,RO43DKFF5247988918894779,2025-04-04 17:16:32,19646,738,549,493684,29f9a0b0-63dd-49ad-90f6-edfb0c6c8a22
Beniamin Ardelean,beniaminardelean,beniaminardelean@gmail.com,7790501209243,1926-08-26,"Bulevardul Niță Nr. 38, Draganesti-Olt, 674047",0747 151 002,6c:1d:75:98:13:4f,98.49.248.45,RO88ZDJA3868674180383888,2025-04-04 17:16:32,9690,22,530,773718,c4fcd8b6-8411-40bd-b389-622787b56d4c
Iacob Niță,iacobniță,iacobniță@acasa.ro,5880811512963,1937-09-26,"Drumul Giorgian Eftimie Nr. 129 Bl. 23  Sc. 96 Ap. 665, Medias, 227055",0730 812 056,22:c0:25:51:94:02,156.113.235.162,RO09LHMD8469369385387941,2025-04-04 17:16:32,11929,335,645,1788389,32d2ac01-5092-40bf-95f1-1f41df98fda7
Dorel Albu,dorelalbu,dorelalbu@141.ro,5910702434871,2021-02-11,"Intrarea Eftimie Nr. 419 Bl. 59  Sc. 21 Ap. 674, Breaza de Sus, 876793",0743 008 702,d2:e4:cc:d3:3e:45,58.226.73.100,RO32BELN3679983893711392,2025-04-04 17:16:32,6210,927,432,1096929,a8388e21-c019-4421-b688-6670954e2d23
Astrid Dobre,astriddobre,astriddobre@zzup.ro,5471219211180,1974-07-21,"Bulevardul Florea, Resita, 487389",0235 624 906,20:b0:9d:45:f4:71,51.83.24.217,RO16ESKW7071833328656899,2025-04-04 17:16:32,1033,392,698,1586352,27858d04-7910-4898-a0ad-c51f63a7c467
Sinică Popa,sinicăpopa,sinicăpopa@acasa.ro,4550528188228,1969-02-27,"Intrarea Tudor Nr. 548, Cudalbi, 243395",0749 893 854,d2:01:22:68:61:89,28.2.142.1,RO66RGDI9236905038263397,2025-04-04 17:16:32,3082,117,752,1900398,a84cfcf0-ef5d-4992-9aee-71f18f17a40b
Măriuca Tabacu,măriucatabacu,măriucatabacu@post.ro,5670320191834,2017-05-10,"Strada Dobre Nr. 31, Lumina, 342267",0260 733 894,a0:27:fa:59:6b:80,123.191.27.111,RO14UEUQ8935970430134186,2025-04-04 17:16:32,11618,278,298,339559,adc399ac-b3c2-424d-a7dd-9ceac5f73a12
Ortansa Oprea,ortansaoprea,ortansaoprea@zzup.ro,8841028260461,2013-02-14,"Soseaua Popescu Nr. 228, Rucar, 939331",0265 833 138,cc:79:5b:72:84:1e,101.128.161.120,RO88SIVW8140356099845794,2025-04-04 17:16:32,29918,402,201,201147,fe185b50-5403-45bc-9223-50bf210e26b9
Camelia Dumitrescu,cameliadumitrescu,cameliadumitrescu@email.ro,6090401125916,1960-07-05,"Drumul Tabacu, Navodari, 784514",0738 831 736,b0:c1:8e:08:48:90,110.132.39.240,RO84TEZL4443458839136316,2025-04-04 17:16:32,34055,505,542,137363,499be694-6cf9-4d29-8c5f-0312cba76ff8
Martin Mocanu,martinmocanu,martinmocanu@141.ro,3320212366892,1999-05-29,"Drumul Oprea Nr. 59 Bl. 47  Sc. 31 Ap. 343, Targu Secuiesc, 643178",0726 112 015,74:9f:2b:cb:e0:dd,25.89.147.18,RO21VSVF7750964072334743,2025-04-04 17:16:32,34961,472,237,1319055,3938d9ed-b489-49c6-b700-117c5d978d2c
Mirona Dumitrescu,mironadumitrescu,mironadumitrescu@email.ro,8230725015308,2021-09-14,"Soseaua Barbu, Valenii de Munte, 898413",0726 463 412,70:0e:d1:d1:09:9b,210.137.49.152,RO36HLCM6923507081064891,2025-04-04 17:16:32,4776,997,264,878105,6bdc3cb1-0412-4d7f-9b9d-6ebccb7771a0
Lidia Mazilescu,lidiamazilescu,lidiamazilescu@email.ro,1970403260360,1991-09-30,"Drumul Diaconu Nr. 243, Cisnadie, 835892",0736 854 920,c4:c0:0b:26:b0:89,29.51.210.150,RO53MEVR3144668511198364,2025-04-04 17:16:32,6815,604,56,228136,54f60ebf-d0ab-4604-9a8e-1f8fa070b951
Nicolaie Ene,nicolaieene,nicolaieene@141.ro,6501221300690,1940-09-14,"Bulevardul Cristian Ionescu, Dorohoi, 196084",0763 223 393,9e:e7:2f:79:e6:e3,26.32.56.48,RO77SNWJ5250527345072311,2025-04-04 17:16:32,23165,789,773,31912,759482dc-3b2e-4ab3-974e-301825954f7c
Liviu Florea,liviuflorea,liviuflorea@email.ro,8420822435802,1998-03-12,"Aleea Lorelei Dochioiu Nr. 26 Bl. 72  Sc. 34 Ap. 777, Peris, 578768",0240 976 808,b6:f1:22:64:a9:d5,93.200.209.126,RO06BNRQ2917041120598364,2025-04-04 17:16:32,23080,578,97,1248652,7f4ce4e8-d274-4a51-adea-92d54a650efd
Dominic Ionescu,dominicionescu,dominicionescu@gmail.com,8910221093661,1930-11-21,"Aleea Julieta Florea Nr. 91, Maieru, 764491",0741 484 648,b0:e9:42:40:11:33,54.124.112.112,RO11DIXT0943763892313326,2025-04-04 17:16:32,28498,667,553,223262,ad7229e1-d574-4063-a3bf-c7713d39986e
Radu Popa,radupopa,radupopa@post.ro,8590505430774,1917-12-03,"Aleea Toma Nr. 754, 1 Decembrie, 789824",0252 821 262,24:68:b3:c4:45:ac,133.230.118.8,RO66TOZD0324784634259498,2025-04-04 17:16:32,29625,829,738,1863177,93c21ce3-6bcf-4890-950d-214a549600c4
Nicolae Stan,nicolaestan,nicolaestan@email.ro,3720207271670,2018-05-19,"Bulevardul Stoica Nr. 215 Bl. 43  Sc. 10 Ap. 490, Husi, 297676",0733 040 934,78:0a:24:8f:62:2c,214.105.255.239,RO49ZNKT3878703807805528,2025-04-04 17:16:32,31823,340,518,1554935,5814fa8d-b548-4b33-ae14-3be9b51e2726
Bogdana Tomescu,bogdanatomescu,bogdanatomescu@gmail.com,2731123218518,1938-07-08,"Strada Pușcașu, Campulung, 209425",0268 642 909,26:e3:06:d1:b6:13,62.21.42.10,RO87FLTW6637705000074943,2025-04-04 17:16:32,24639,800,743,1969873,1f3da1c0-78c2-48c8-9ef3-becae79a3507
Brăduț Ababei,brăduțababei,brăduțababei@zzup.ro,7021126069917,1966-10-18,"Soseaua Stan, Mioveni, 557915",0761 084 865,2a:0c:90:a6:2a:7c,58.86.175.37,RO77FKZA0506185253660563,2025-04-04 17:16:32,22277,717,522,692108,452ca3e8-80b4-428f-8645-1a744905a784
Anatolie Marin,anatoliemarin,anatoliemarin@post.ro,3650526442677,1946-09-25,"Soseaua Ion Preda, Jibou, 316937",0234 791 657,54:f0:4b:98:15:c7,80.227.144.72,RO51BJPQ7673816795445241,2025-04-04 17:16:32,12419,77,617,758686,5a9f3f57-1b6c-4d2e-8876-238fea4d9589
Eusebiu Aanei,eusebiuaanei,eusebiuaanei@post.ro,7450209244306,1962-12-04,"Drumul Mocanu Nr. 51 Bl. 80  Sc. 93 Ap. 506, Hateg, 718079",0246 160 619,c2:60:d1:e5:95:31,13.110.156.7,RO28ACHU0033924553100040,2025-04-04 17:16:32,18495,241,243,1684722,b94c3256-7552-43b0-b77d-4bcaa59769d6
Veta Nemeș,vetanemeș,vetanemeș@141.ro,8741014459182,1995-03-03,"Intrarea Mocanu Nr. 70 Bl. 44  Sc. 35 Ap. 847, Borcea, 889145",0754 563 666,8e:7d:21:33:b2:6d,44.51.209.59,RO13HQGS9458260064015771,2025-04-04 17:16:32,22495,981,46,602932,ed5c7872-01f8-4a55-8eae-836d6d86604e
Mărioara Nemeș,mărioaranemeș,mărioaranemeș@email.ro,6520914529942,2000-03-19,"Drumul Preda, Dragasani, 627151",0730 509 976,fc:1f:f5:25:a9:71,188.179.178.21,RO36EKJS3414582288633517,2025-04-04 17:16:32,3833,589,448,353586,960e3553-a773-425b-8df5-a399a40bc495
Floare Nemeș,floarenemeș,floarenemeș@post.ro,7660415299101,1910-04-14,"Strada Tomescu, Bragadiru, 633754",0757 931 245,f8:ac:c4:a2:e9:37,143.40.150.144,RO08WZRE4102133734786144,2025-04-04 17:16:32,2102,225,170,1581078,566dbbaf-0c10-49fe-8276-e7b3889be57d
Giorgiana Nistor,giorgiananistor,giorgiananistor@zzup.ro,6730321518835,1976-05-17,"Drumul Alexandrina Georgescu Nr. 87, Avrig, 776944",0249 018 875,f6:1a:0c:63:a7:6a,192.178.207.229,RO23NHQZ5377640248720856,2025-04-04 17:16:32,3153,207,657,176607,5b9247a8-b347-4e90-9df5-521bce988d55
Lazăr Diaconu,lazărdiaconu,lazărdiaconu@acasa.ro,7890908283216,1922-08-29,"Intrarea Nistor Nr. 953, Tufesti, 893839",0761 453 352,ac:1c:70:ab:2e:9a,42.156.213.219,RO93BDBZ5561454255098822,2025-04-04 17:16:32,27505,518,600,1158588,ad35756f-4a3f-488d-99d2-0d6f34f39023
Roza Mocanu,rozamocanu,rozamocanu@zzup.ro,8131228044732,2022-01-02,"Bulevardul Lucian Barbu, Braila, 322540",0257 471 735,a0:9a:72:64:7e:72,219.136.111.202,RO89TNGE6810580536034241,2025-04-04 17:16:32,19571,810,515,1198423,845e3298-c6b6-4af5-b66a-e953c12b5da5
Lelia Niță,lelianiță,lelianiță@gmail.com,4330326358127,1925-03-30,"Bulevardul Evanghelina Tudor, Paunesti, 404166",0731 899 705,a4:2d:1c:8f:ce:e1,216.209.189.178,RO36TGGB7502629286368089,2025-04-04 17:16:32,30949,569,733,632958,323996d2-fe7d-4ea5-87e9-3079422ed25f
Anemona Eftimie,anemonaeftimie,anemonaeftimie@email.ro,2160711384168,2016-12-05,"Strada Mazilescu, Curtici, 559463",0251 227 379,66:dc:22:67:e5:ab,59.190.177.51,RO81HIVC1320692638336018,2025-04-04 17:16:32,21802,438,777,370798,d69fa597-8a75-49fd-8bb9-e474fae91822
Profira Oprea,profiraoprea,profiraoprea@acasa.ro,2631002323939,1958-03-26,"Bulevardul Ababei Nr. 90, Miercurea-Ciuc, 711159",0259 180 321,a4:b7:f8:67:48:68,66.76.75.153,RO97KWIM9469738359307333,2025-04-04 17:16:32,6887,862,497,1438206,089d25df-42f3-4810-895b-92383a43e112
Teofil Aanei,teofilaanei,teofilaanei@zzup.ro,1991119067709,2009-10-30,"Bulevardul Toma Nr. 50, Vicovu de Jos, 456777",0231 991 273,26:c7:ed:dd:46:de,25.65.111.65,RO02DXFT1726171239725727,2025-04-04 17:16:32,10161,584,670,97156,3c1d10dc-783d-45ed-a03e-7e420556db00
Rozalia Nistor,rozalianistor,rozalianistor@acasa.ro,3270513172170,1938-03-29,"Aleea Eftimie Nr. 776, Gura Humorului, 650876",0780 069 428,40:1c:4c:97:b3:2b,166.187.97.120,RO75XEGF1541368189953372,2025-04-04 17:16:32,9578,287,218,380001,3941ae2c-f405-4b5b-b9ac-3de734b36aef
Gențiana Diaconescu,gențianadiaconescu,gențianadiaconescu@141.ro,4540130123816,2018-11-24,"Drumul Toma Dobre Nr. 559, Gura Humorului, 702453",0267 910 221,86:36:e7:bc:73:1c,115.213.135.208,RO72RBJU3457312948448269,2025-04-04 17:16:32,23894,769,671,1996045,9f2037c3-964e-4e7a-9a95-e9c501bee951
Călin Gheorghiu,călingheorghiu,călingheorghiu@post.ro,2820626193479,1975-09-28,"Bulevardul Diaconescu Nr. 130 Bl. 96  Sc. 11 Ap. 766, Gherla, 929875",0269 373 719,c8:0a:91:df:ea:1c,166.172.193.97,RO93ILUZ9596624221829011,2025-04-04 17:16:32,13454,873,138,1574565,9ab47124-6533-4801-9c7f-dcc9fba2a1b4
Nicoleta Cristea,nicoletacristea,nicoletacristea@post.ro,3160227516843,1998-05-30,"Drumul Mazilescu, Simeria, 140571",0771 481 768,06:68:2d:74:77:d4,100.41.145.117,RO62YSNJ6520445613904788,2025-04-04 17:16:32,1598,280,460,1136404,7a9b4f45-0869-4e7f-ade0-fd233cf4f1f3
Laurențiu Ioniță,laurențiuioniță,laurențiuioniță@post.ro,3000205060705,2023-07-27,"Bulevardul Tabacu, Sebes, 727448",0258 485 690,9c:6b:af:16:ae:5e,101.19.133.139,RO30YSQV2251009031388443,2025-04-04 17:16:32,35984,445,114,289935,fd6ad173-1cf6-468c-af3a-9dd379b32882
Ana Dinu,anadinu,anadinu@gmail.com,2610305440870,2004-01-07,"Bulevardul Ada Pop Nr. 80 Bl. 91  Sc. 15 Ap. 433, Orsova, 884556",0766 864 141,e4:b7:f8:9f:dc:da,50.31.20.110,RO06EKKY7358470663894321,2025-04-04 17:16:32,1182,890,672,1695290,591bb610-d4c7-4d25-8b3c-91219aa8abdb
Damian Toma,damiantoma,damiantoma@kappa.ro,1820617442920,1996-06-14,"Bulevardul Lucrețiu Florea Nr. 27, Horodnic de Sus, 711786",0726 178 722,c2:73:8b:45:11:57,194.230.68.2,RO94JUKN0156154211755595,2025-04-04 17:16:32,27915,640,95,707553,09f739a0-9090-4d2a-9b82-20a4558289df
Radu Nistor,radunistor,radunistor@post.ro,6990606029853,2024-02-10,"Bulevardul Voinea Nr. 791 Bl. 31  Sc. 74 Ap. 467, Cudalbi, 411553",0739 002 610,7c:68:6d:dc:c6:27,125.154.122.158,RO98GPNM3445113899329298,2025-04-04 17:16:32,9507,104,277,1890973,e734aff3-4cbf-41a4-8612-699371372073
Livia Mazilescu,liviamazilescu,liviamazilescu@kappa.ro,1190201510299,1960-06-11,"Bulevardul Mocanu, Podu Iloaiei, 414603",0762 595 602,0a:d9:27:80:11:07,153.172.108.11,RO76YDIP0393259896401757,2025-04-04 17:16:32,29687,152,32,166564,e151cf79-7232-4027-a58e-6ae7c3183643
Lucențiu Nemeș,lucențiunemeș,lucențiunemeș@kappa.ro,1860907056490,1915-05-08,"Bulevardul Vlaicu Florea Nr. 59, Feldru, 531574",0765 313 247,d0:df:78:65:d5:3b,5.242.215.38,RO21DMBK5290391262515290,2025-04-04 17:16:32,28278,874,348,1612856,f20d9b09-7d28-4505-9011-11076ff9f742
Traian Nistor,traiannistor,traiannistor@141.ro,2750611332228,1975-03-30,"Aleea Stan Nr. 49 Bl. 59  Sc. 20 Ap. 132, Tarnaveni, 553813",0232 440 972,40:58:02:33:8c:59,58.125.76.23,RO39WFCA6680906099552040,2025-04-04 17:16:32,2380,674,118,1835684,be37b12d-347c-4701-ad4a-560e181ee41b
Mihail Oprea,mihailoprea,mihailoprea@gmail.com,8960515303833,1952-10-22,"Intrarea Lică Stoica Nr. 86 Bl. 18  Sc. 98 Ap. 295, Straja, 473163",0770 377 452,04:3a:d3:8c:75:91,133.28.135.9,RO26IYKI5122489775853745,2025-04-04 17:16:32,33873,434,287,863388,0a259f11-abe8-4db5-acfa-237c3e95028b
Frederic Ionescu,fredericionescu,fredericionescu@141.ro,1380423445891,2003-10-13,"Drumul Gheorghiu, Dancu, 931974",0259 903 216,9c:34:4f:f0:16:ca,151.169.69.218,RO87MVJQ3339796902152612,2025-04-04 17:16:32,11075,254,593,1337954,5cfef744-b1a7-4a35-9e4d-a297d10cce9f
Eftimia Preda,eftimiapreda,eftimiapreda@kappa.ro,3870606283021,1968-04-13,"Strada Eremia Ene Nr. 472, Valea lui Mihai, 760183",0256 766 846,f8:c0:f6:8e:eb:3c,133.48.176.18,RO94LPGP2857241141395954,2025-04-04 17:16:32,20819,272,36,1819940,b34ed517-b399-4bc7-a577-7e923aeddc74
Jasmina Niță,jasminaniță,jasminaniță@email.ro,1841211510408,1989-04-13,"Aleea Vera Mazilescu Nr. 34, Cumpana, 623871",0771 567 326,54:dd:fc:0b:8b:bf,34.68.174.7,RO75LGWD5125553892695569,2025-04-04 17:16:32,20657,259,283,205512,03eeee2f-3bd4-42be-832e-f3dc735a5de3
Pompiliu Stancu,pompiliustancu,pompiliustancu@141.ro,8540815356383,1918-09-06,"Strada Dochioiu Nr. 61, Siret, 984850",0753 747 976,3c:73:a9:d7:fb:0b,59.38.210.95,RO19TLDZ7090509372645732,2025-04-04 17:16:32,23505,657,158,1977488,45f8c75c-a2f8-49ba-bc4b-f23230f981a6
Sorin Tomescu,sorintomescu,sorintomescu@email.ro,6281217186681,1934-07-02,"Drumul Voinea Nr. 73 Bl. 38  Sc. 60 Ap. 539, Salonta, 321062",0758 298 507,e0:3d:19:44:60:ce,123.45.189.11,RO53CZDZ0987382496363890,2025-04-04 17:16:32,34019,746,679,1131040,9cf15663-3717-4cf2-b7f4-8faf37ef78e9
Raluca Nistor,ralucanistor,ralucanistor@post.ro,4871103018123,1940-02-11,"Bulevardul Manole Nr. 32 Bl. 46  Sc. 64 Ap. 498, Codlea, 506823",0733 992 796,1a:02:a1:53:28:39,147.85.26.48,RO52NIOV7188328982267459,2025-04-04 17:16:32,15963,267,777,579657,bd689183-87df-4dcf-9c1e-1d62490c04da
Dana Barbu,danabarbu,danabarbu@zzup.ro,2791011444761,1918-09-19,"Drumul Jeana Popescu Nr. 74 Bl. 56  Sc. 16 Ap. 545, Calarasi, 119479",0744 519 334,f4:dc:bd:4a:2c:d1,165.89.181.183,RO26ZXVZ5692033870542956,2025-04-04 17:16:32,30938,586,519,1530597,eb53a6af-0fa2-498d-9017-3dcb66b39a68
Bucur Stancu,bucurstancu,bucurstancu@email.ro,6070709173560,1995-10-24,"Strada Georgescu, Bolintin-Vale, 664652",0766 694 514,74:30:dd:33:d6:1c,187.58.255.55,RO97CITI4761787287206427,2025-04-04 17:16:32,24123,511,262,987348,d8a85d4d-d977-46b1-92f1-276ad542eee7
Ruxanda Nemeș,ruxandanemeș,ruxandanemeș@141.ro,4790431126093,1914-12-29,"Strada Olivia Diaconu, Simleu Silvaniei, 137799",0746 216 229,b0:88:49:9d:f7:5f,177.147.176.43,RO04JDJN1536118700787273,2025-04-04 17:16:32,22988,17,341,1265026,2bd2958e-e3b6-4445-815d-18e82193555d
Anatolie Toma,anatolietoma,anatolietoma@email.ro,2730610320762,1949-05-30,"Intrarea Lascăr Diaconu Nr. 44, Iasi, 286590",0764 599 133,d2:95:1a:e2:1f:22,154.245.214.172,RO94CVUC4986551483113780,2025-04-04 17:16:32,20271,32,397,637279,a0359b51-32f9-4d7e-9b4c-37735009dd56
Valeria Preda,valeriapreda,valeriapreda@141.ro,3120513290419,1941-01-08,"Strada Dinu Dobre Nr. 241, Cristuru Secuiesc, 857501",0741 225 059,84:ba:c6:5f:fe:b7,44.236.80.6,RO83BIGQ3671883576943669,2025-04-04 17:16:32,28140,556,110,519897,325ac1c8-be58-4fb2-b456-d898f046f0d3
Doru Florea,doruflorea,doruflorea@141.ro,1370931121941,1991-12-21,"Aleea Eftimie, Arad, 578997",0265 302 235,bc:d4:0d:33:df:ed,27.2.92.181,RO70EVVF7115704779904685,2025-04-04 17:16:32,29234,321,224,242303,087241b0-d226-48f0-8d33-5ed8abb040cb
Nelu Pop,nelupop,nelupop@acasa.ro,2370426082081,1915-05-23,"Bulevardul Tabacu, Ploiesti, 980293",0252 245 737,f4:38:2f:62:11:63,146.100.199.243,RO19ZCMS9264832887831124,2025-04-04 17:16:32,27654,724,560,1808054,c84a7ced-7b1d-4837-bff5-4e6ba27df892
Malvina Gheorghiu,malvinagheorghiu,malvinagheorghiu@gmail.com,5580719210762,1952-12-10,"Bulevardul Dumitrescu Nr. 901, Calafat, 961407",0752 819 785,a6:16:09:c8:5a:ab,39.235.47.115,RO54YVNC0963666776422533,2025-04-04 17:16:32,26126,407,189,1550613,f16e3c02-cb15-480b-a1d7-c43b61e34d36
Tincuța Dinu,tincuțadinu,tincuțadinu@acasa.ro,2310214025641,1969-01-10,"Aleea Lia Toma Nr. 779, Calan, 115263",0730 332 154,4c:14:5a:74:76:66,73.44.37.8,RO74ZVVH2589105891386835,2025-04-04 17:16:32,27856,221,405,92360,ee9b1c6d-d850-4179-8ba1-49ff42f08c9b
Marinela Georgescu,marinelageorgescu,marinelageorgescu@141.ro,1820101352886,1993-10-27,"Soseaua Anastasia Voinea, Buftea, 259004",0757 550 325,7e:fa:71:71:51:d2,6.25.150.48,RO07DAZC2556364701624247,2025-04-04 17:16:32,21969,468,77,753780,8a737356-dd54-49a9-a27a-b2beb30c3cf2
Tatiana Manole,tatianamanole,tatianamanole@post.ro,1620622347983,1950-04-06,"Intrarea Oprea, Ludus, 342478",0748 901 279,76:40:e9:86:52:ad,188.65.92.167,RO56KYQR2157596437636619,2025-04-04 17:16:32,28713,207,321,1200654,3a6c19cd-c5a9-4c2e-af06-32e045e8583d
Atena Niță,atenaniță,atenaniță@post.ro,2281130098599,1919-05-25,"Intrarea Ababei Nr. 30 Bl. 14  Sc. 48 Ap. 278, Vicovu de Sus, 284438",0759 363 557,4a:42:70:04:01:36,204.192.154.84,RO52KPYM3886176467883581,2025-04-04 17:16:32,8979,953,104,1475748,26f5f2b0-8c09-4d39-845c-be6b44054890
Teofil Niță,teofilniță,teofilniță@gmail.com,8790326469229,2014-06-04,"Soseaua Oprea Nr. 62, Branesti, 366535",0250 677 035,2a:d1:e8:9c:9b:9a,173.95.255.86,RO27JYCP6928762293894773,2025-04-04 17:16:32,32218,359,778,130718,0bc42640-f19d-4083-8098-7f6793e36b08
Răducu Ene,răducuene,răducuene@kappa.ro,8640114044379,1957-04-23,"Intrarea Stan Nr. 26 Bl. 24  Sc. 28 Ap. 152, Calarasi, 488608",0731 311 173,d4:ca:a6:54:ec:2e,41.14.180.43,RO60QFKV3415710683013304,2025-04-04 17:16:32,33447,148,462,472303,2a8f4baf-f793-408f-a389-2011fee73506
